"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
1825,"Mirae Asset BSE Select IPO ETF","SELECTIPO","47.2","-0.65%","63,354","indices","indices","smallcap",""
1826,"K.p.r. Mill Limited","KPRMILL","1,106.4","-0.66%","79,073","readymade garments/apparels","textiles - products","largecap",""
1827,"SRM Contractors Ltd","SRM","416.25","-0.66%","21,282","realty","construction","smallcap",""
1828,"Jk Paper Limited","JKPAPER","408.45","-0.66%","1,91,915","building materials","paper","midcap",""
1829,"BLS E-Services Ltd","BLSE","324.55","-0.66%","2,42,706","i.t","computers - software - medium / small","smallcap",""
1830,"Gail (india) Limited","GAIL","172.7","-0.66%","54,54,851","energy","miscellaneous","largecap",""
1831,"The Jammu & Kashmir Bank Limited","J&KBANK","146.1","-0.66%","12,14,432","bank","banks - private sector","midcap",""
1832,"Hmt Limited","HMT","61.31","-0.66%","4,216","consumer discretionary","miscellaneous","midcap",""
1833,"Brooks Laboratories Limited","BROOKS","59.01","-0.66%","31,872","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
1834,"Shankar Lal Rampal Dye-Chem Ltd","SRD","39.19","-0.66%","4,387","chemicals","trading","smallcap",""
1835,"Ambika Cotton Mills Limited","AMBIKCO","1,546.1","-0.67%","2,720","textiles","textiles - cotton/blended","smallcap",""
1836,"UTI Asset Management Company Ltd","UTIAMC","901.85","-0.67%","52,484","financials","finance & investments","midcap",""
1837,"Marico Limited","MARICO","819","-0.67%","4,59,905","fmcg","solvent extraction","largecap",""
1838,"Vrl Logistics Limited","VRLLOG","289.7","-0.67%","1,18,757","transportation","miscellaneous","midcap",""
1839,"Viyash Scientific Ltd","VIYASH","244.35","-0.67%","13,25,870","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
1840,"Latent View Analytics Ltd","LATENTVIEW","243.75","-0.67%","3,82,848","i.t","computers - software - medium / small","midcap",""
1841,"Fedbank Financial Services Ltd","FEDFINA","151.68","-0.67%","9,56,913","financials","finance & investments","midcap",""
1842,"Ambica Agarbathies Aroma & Industries Ltd","AMBICAAGAR","25.22","-0.67%","63,838","chemicals","chemicals","smallcap",""
1843,"Venky's (india) Limited","VENKEYS","1,652.8","-0.68%","19,252","fmcg","miscellaneous","smallcap",""
1844,"Zota Health Care Ltd","ZOTA","1,336.6","-0.68%","30,110","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
1845,"Jsw Energy Limited","JSWENERGY","506.55","-0.68%","19,16,836","power & utilities","power generation and supply","largecap",""
1846,"Exide Industries Limited","EXIDEIND","423.65","-0.68%","18,64,971","auto","auto ancillaries","largecap",""
1847,"Omax Autos Limited","OMAXAUTO","200.24","-0.68%","52,206","auto","auto ancillaries","smallcap",""
1848,"Jyoti CNC Automation Ltd","JYOTICNC","1,065.1","-0.69%","7,93,087","industrials","engineering","largecap",""
1849,"LIC Nomura MF ETF - SENSEX","LICNETFSEN","829.39","-0.69%","66","indices","indices","smallcap",""
1850,"Northern ARC Capital Ltd","NORTHARC","300.9","-0.69%","5,08,385","financials","finance & investments","smallcap",""
1851,"Health X Platform Ltd","HEALTHX","288.65","-0.69%","9,343","financials","finance & investments","smallcap",""
1852,"Jagsonpal Pharmaceuticals Limited","JAGSNPHARM","242.29","-0.69%","5,65,222","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
1853,"Sagility India Ltd","SAGILITY","44.69","-0.69%","96,23,863","i.t","computers - software - medium / small","largecap",""
1854,"Vesuvius India Limited","VESUVIUS","389.1","-0.7%","51,904","building materials","refractories / intermediates","midcap",""
1855,"Mangal Electrical Industries Ltd","MEIL","270.8","-0.7%","28,972","industrials","electric equipment","smallcap",""
1856,"Regaal Resources Ltd","REGAAL","89.98","-0.7%","2,31,775","miscellaneous","miscellaneous","smallcap",""
1857,"Tata Nifty India Digital ETF","TNIDETF","85.7","-0.7%","60,997","indices","indices","smallcap",""
1858,"Ramkrishna Forgings Limited","RKFORGE","704.5","-0.71%","2,85,768","castings, forgings & fasteners","castings & forgings","midcap",""
1859,"Antony Waste Handling Cell Ltd","AWHCL","378.35","-0.71%","59,816","miscellaneous","miscellaneous","smallcap",""
1860,"Manba Finance Ltd","MANBA","139.35","-0.71%","86,634","financials","finance & investments","smallcap",""
1861,"Kriti Industries (India) Ltd","KRITI","61.21","-0.71%","6,972","plastic products","plastics products","smallcap",""
1862,"Oricon Enterprises Limited","ORICONENT","51.4","-0.71%","12,725","services","trading","smallcap",""
1863,"Cambridge Technology Enterprises Limited","CTE","43.48","-0.71%","2,620","i.t","computers - software - medium / small","smallcap",""
1864,"Kanani Industries Limited","KANANIIND","1.4","-0.71%","83,916","consumer discretionary","diamond cutting / jewellery","smallcap",""
1865,"Global Health Ltd","MEDANTA","1,495.4","-0.72%","1,58,143","healthcare","healthcare","largecap",""
1866,"360 ONE WAM Ltd","360ONE","1,073","-0.72%","7,38,050","financials","finance & investments","largecap",""
1867,"Automotive Stampings And Assemblies Limited","ASAL","438.5","-0.72%","17,737","auto","auto ancillaries","smallcap",""
1868,"Canara Bank Ltd","CANBK","124.99","-0.72%","83,41,932","bank","banks - public sector","largecap",""
1869,"Kuantum Papers Ltd","KUANTUM","79.59","-0.72%","97,440","building materials","paper","smallcap",""
1870,"HILINFRA","HILINFRA","42.86","-0.72%","86,095","n/a","indices","smallcap",""
1871,"Aban Offshore Limited","ABAN","13.85","-0.72%","25,867","energy","oil drilling / allied services","smallcap",""
1872,"NIFTYCAPITALMKT","NIFTYCAPITALMKT","5,259.25","-0.73%","0","indices","indices","smallcap",""
1873,"Centum Electronics Limited","CENTUM","4,802.3","-0.73%","73,380","aerospace & defence","electronics - components","midcap",""
1874,"Goa Carbon Limited","GOACARBON","401.8","-0.73%","14,667","energy","petrochemicals","smallcap",""
1875,"Indo Farm Equipment Ltd","INDOFARM","138.16","-0.73%","89,452","industrials","engineering","smallcap",""
1876,"Ace Integrated Solutions Ltd","ACEINTEG","17.58","-0.73%","1,030","miscellaneous","diversified - medium / small","smallcap",""
1877,"SBI Life Insurance Company Ltd","SBILIFE","1,742","-0.74%","10,18,504","financials","finance & investments","largecap",""
1878,"Five-Star Business Finance Ltd","FIVESTAR","520.95","-0.74%","9,30,721","financials","finance & investments","midcap",""
1879,"Sumitomo Chemical India Ltd","SUMICHEM","446.35","-0.74%","1,05,623","chemicals","pesticides / agrochemicals - indian","largecap",""
1880,"The United Nilgiri Tea Estates Company Limited","UNITEDTEA","425.1","-0.74%","2,416","fmcg","tea","smallcap",""
1881,"Eih Limited","EIHOTEL","294.7","-0.74%","1,20,396","services","hotels","midcap",""
1882,"Cantabil Retail India Limited","CANTABIL","236.75","-0.74%","96,663","textiles","textiles - products","smallcap",""
1883,"Capacite Infraprojects Ltd","CAPACITE","191.14","-0.74%","1,62,257","realty","construction","smallcap",""
1884,"Amrutanjan Health Care Limited","AMRUTANJAN","506.35","-0.75%","16,785","healthcare","pharmaceuticals - indian - formulations","smallcap",""
1885,"Garuda Construction and Engineering Ltd","GARUDA","176.87","-0.75%","4,07,274","realty","engineering - turnkey services","smallcap",""
1886,"Rubfila International Ltd","RUBFILA","63.31","-0.75%","56,164","fmcg","miscellaneous","smallcap",""
1887,"Gabriel India Limited","GABRIEL","1,386.7","-0.76%","1,41,245","auto","auto ancillaries","largecap",""
1888,"Schneider Electric Infrastructure Limited","SCHNEIDER","1,209.5","-0.76%","1,69,734","industrials","electric equipment","largecap",""
1889,"R Systems International Limited","RSYSTEMS","235.62","-0.76%","1,28,718","i.t","computers - software - medium / small","smallcap",""
1890,"Motilal Oswal Nifty Alpha 50 ETF","MOALPHA50","54.59","-0.76%","7,364","indices","indices","smallcap",""
1891,"Alankit Limited","ALANKIT","7.85","-0.76%","1,29,468","i.t","computers - software - medium / small","smallcap",""
1892,"Gujarat Fluorochemicals Ltd","FLUOROCHEM","4,441.4","-0.77%","37,518","chemicals","chemicals","largecap",""
1893,"Mahanagar Gas Limited","MGL","1,071.3","-0.77%","1,04,630","energy","miscellaneous","midcap",""
1894,"Sjvn Limited","SJVN","61.76","-0.77%","19,07,772","power & utilities","power generation and supply","largecap",""
1895,"Procter & Gamble Hygiene And Health Care Limited","PGHH","7,037.5","-0.78%","15,709","fmcg","personal care - multinational","largecap",""
1896,"Monarch Networth Capital Ltd","MONARCH","362.75","-0.78%","27,569","financials","finance & investments","smallcap",""
1897,"The Karnataka Bank Limited","KTKBANK","335.5","-0.78%","6,80,592","bank","banks - private sector","midcap",""
1898,"Bajaj Electricals Limited","BAJAJELEC","318.95","-0.78%","1,07,647","consumer discretionary","domestic appliances","smallcap",""
1899,"Ruchi Infrastructure Limited","RUCHINFRA","5.09","-0.78%","32,572","miscellaneous","miscellaneous","smallcap",""
1900,"Alkyl Amines Chemicals Limited","ALKYLAMINE","1,847.7","-0.79%","15,775","chemicals","chemicals","midcap",""
1901,"Indusind Bank Limited","INDUSINDBK","912.2","-0.79%","14,26,025","bank","banks - private sector","largecap",""
1902,"Lokesh Machines Limited","LOKESHMACH","340.2","-0.79%","20,313","industrials","engineering","smallcap",""
1903,"Tera Software Ltd","TERASOFT","218.9","-0.79%","26,068","i.t","computers - software - medium / small","smallcap",""
1904,"Sukhjit Starch & Chemicals Ltd","SUKHJITS","159.86","-0.79%","22,795","fmcg","miscellaneous","smallcap",""
1905,"Jindal Poly Investment And Finance Company Limited","JPOLYINVST","957.05","-0.8%","2,807","financials","finance & investments","smallcap",""
1906,"Vishnu Chemicals Limited","VISHNU","697.65","-0.8%","66,047","chemicals","chemicals","smallcap",""
1907,"Oil India Limited","OIL","475.15","-0.8%","6,66,997","energy","oil drilling / allied services","largecap",""
1908,"Tarsons Products Ltd","TARSONS","332.75","-0.8%","97,118","healthcare","miscellaneous","smallcap",""
1909,"Shipping Corporation Of India Limited","SCI","274.4","-0.8%","8,40,491","transportation","shipping","midcap",""
1910,"Jupiter Life Line Hospitals Ltd","JLHL","265.65","-0.8%","58,557","healthcare","healthcare","smallcap",""
1911,"Loyal Textile Mills Ltd","LOYALTEX","222.19","-0.8%","993","textiles","textiles - composite","smallcap",""
1912,"Fino Payments Bank Ltd","FINOPB","128.25","-0.8%","1,71,278","bank","banks - private sector","smallcap",""
1913,"Kavveri Defence & Wireless Technologies Ltd","KAVDEFENCE","82.34","-0.8%","1,85,913","aerospace & defence","telecommunications - equipment","smallcap",""
1914,"Kokuyo Camlin Limited","KOKUYOCMLN","76.03","-0.8%","9,366","miscellaneous","printing & stationery","smallcap",""
1915,"DigiSpice Technologies Ltd","DIGISPICE","16.08","-0.8%","1,11,103","i.t","computers - software - medium / small","smallcap",""
1916,"Jindal Poly Films Limited","JINDALPOLY","694.1","-0.81%","13,867","textiles","textiles - products","smallcap",""
1917,"Alphageo (india) Limited","ALPHAGEO","283.15","-0.81%","5,927","miscellaneous","miscellaneous","smallcap",""
1918,"Emkay Global Financial Services Limited","EMKAY","270.35","-0.81%","48,704","financials","finance & investments","smallcap",""
1919,"Liberty Shoes Limited","LIBERTSHOE","235.92","-0.81%","21,983","consumer discretionary","leather / leather products","smallcap",""
1920,"EFC (I) Ltd","EFCIL","179.74","-0.81%","62,842","realty","construction","smallcap",""
1921,"Sumit Woods Ltd","SUMIT","49.19","-0.81%","54,349","realty","construction","smallcap",""
1922,"Vikas Lifecare Ltd","VIKASLIFE","1.23","-0.81%","13,20,140","services","trading","smallcap",""
1923,"Xpro India Limited","XPROINDIA","1,197.1","-0.82%","45,394","industrials","packaging","smallcap",""
1924,"West Coast Paper Mills Limited","WSTCSTPAPR","731.9","-0.82%","1,79,172","building materials","paper","smallcap",""
1925,"Nippon India ETF Nifty Midcap 150","MID150BEES","231.12","-0.82%","9,42,928","indices","indices","smallcap",""
1926,"Kitex Garments Limited","KITEX","117.68","-0.82%","5,51,363","readymade garments/apparels","textiles - products","smallcap",""
1927,"Sinclairs Hotels Ltd","SINCLAIR","78.96","-0.82%","9,410","services","hotels","smallcap",""
1928,"Pnb Gilts Limited","PNBGILTS","74.73","-0.82%","1,91,265","financials","finance & investments","smallcap",""
1929,"Jai Balaji Industries Limited","JAIBALAJI","64.96","-0.82%","2,26,361","metals & mining","steel - large","midcap",""
1930,"Network18 Media & Investments Limited","NETWORK18","26.75","-0.82%","28,97,376","media","entertainment / electronic media software","smallcap",""
1931,"Hilton Metal Forging Limited","HILTON","16.85","-0.82%","87,300","castings, forgings & fasteners","castings & forgings","smallcap",""
1932,"Hester Biosciences Limited","HESTERBIO","2,182.9","-0.83%","1,571","healthcare","pharmaceuticals - indian - formulations","smallcap",""
1933,"Nuvama Wealth Management Ltd","NUVAMA","1,681.4","-0.83%","6,74,021","financials","finance & investments","largecap",""
1934,"Kirloskar Pneumatic Company Ltd","KIRLPNU","691.95","-0.83%","72,155","industrials","compressors / drilling equipment","smallcap",""
1935,"Gujarat Mineral Development Corporation Limited","GMDCLTD","538","-0.83%","6,94,551","metals & mining","mining / minerals / metals","midcap",""
1936,"Ashapura Minechem Limited","ASHAPURMIN","506.5","-0.83%","1,68,617","metals & mining","mining / minerals / metals","smallcap",""
1937,"ICICI Prudential S&P BSE Midcap Select ETF","MIDSELIETF","19.03","-0.83%","4,15,830","indices","indices","smallcap",""
1938,"Compucom Software Limited","COMPUSOFT","13.19","-0.83%","11,907","i.t","computers - education","smallcap",""
1939,"Usha Martin Limited","USHAMART","518.8","-0.84%","4,04,445","metals & mining","steel - medium / small","midcap",""
1940,"ACME Solar Holdings Ltd","ACMESOLAR","442.9","-0.84%","30,82,821","realty","engineering - turnkey services","largecap",""
1941,"Delhivery Ltd","DELHIVERY","422.7","-0.84%","33,34,319","transportation","miscellaneous","largecap",""
1942,"Mahanagar Telephone Nigam Limited","MTNL","23.61","-0.84%","4,00,259","telecom","telecommunications - service provider","smallcap",""
1943,"Vijaya Diagnostic Centre Ltd","VIJAYA","1,513.6","-0.85%","58,184","healthcare","healthcare","midcap",""
1944,"Indian Metals & Ferro Alloys Limited","IMFA","1,230.4","-0.85%","59,887","metals & mining","mining / minerals / metals","midcap",""
1945,"Dhunseri Investments Limited","DHUNINV","982.8","-0.85%","166","financials","finance & investments","smallcap",""
1946,"RPSG Ventures Ltd","RPSGVENT","837.3","-0.85%","25,180","i.t","computers - software - medium / small","smallcap",""
1947,"Aia Engineering Limited","AIAENG","3,919.4","-0.86%","19,038","castings, forgings & fasteners","castings & forgings","largecap",""
1948,"Deepak Nitrite Limited","DEEPAKNTR","1,587.1","-0.86%","69,925","chemicals","chemicals","largecap",""
1949,"Apollo Micro Systems Ltd","APOLLO","395.6","-0.86%","39,29,756","aerospace & defence","electronics - components","midcap",""
1950,"Ester Industries Limited","ESTER","86.14","-0.86%","24,329","industrials","packaging","smallcap",""
1951,"Linde India Limited","LINDEINDIA","6,142.5","-0.87%","9,751","chemicals","chemicals","largecap",""
1952,"Narayana Hrudayalaya Ltd.","NH","1,861.4","-0.87%","88,949","healthcare","healthcare","largecap",""
1953,"Texmaco Rail & Engineering Limited","TEXRAIL","125.67","-0.87%","34,85,269","industrials","engineering","midcap",""
1954,"Suryalakshmi Cotton Mills Limited","SURYALAXMI","57","-0.87%","3,319","textiles","textiles - cotton/blended","smallcap",""
1955,"NMDC Steel Ltd","NSLNISP","42.17","-0.87%","29,05,193","metals & mining","steel - large","midcap",""
1956,"NIFTYMIDSMLHLTH","NIFTYMIDSMLHLTH","52,417.8","-0.88%","0","indices","indices","smallcap",""
1957,"Knowledge Marine & Engineering Works Ltd","KMEW","2,865.1","-0.88%","31,064","transportation","miscellaneous","midcap",""
1958,"India Tourism Development Corporation Ltd","ITDC","679.7","-0.88%","76,097","services","hotels","midcap",""
1959,"Intellect Design Arena Limited","INTELLECT","633.05","-0.88%","2,18,132","i.t","computers - software - medium / small","midcap",""
1960,"Redtape Ltd","REDTAPE","121.05","-0.88%","5,07,124","consumer discretionary","trading","midcap",""
1961,"Cemindia Projects Ltd","CEMPRO","1,257.2","-0.89%","1,11,230","realty","construction","largecap",""
1962,"Godavari Biorefineries Ltd","GODAVARIB","236.52","-0.89%","50,525","fmcg","sugar","smallcap",""
1963,"Standard Industries Limited","SIL","16.74","-0.89%","28,440","textiles","trading","smallcap",""
1964,"Globe Textiles (India) Ltd","GLOBE","2.24","-0.89%","4,16,495","textiles","textiles - products","smallcap",""
1965,"eMudhra Ltd","EMUDHRA","653.45","-0.9%","4,09,910","i.t","computers - software - medium / small","midcap",""
1966,"Goodluck India Limited","GOODLUCK","525.65","-0.9%","2,39,704","metals & mining","steel - medium / small","midcap",""
1967,"Sanstar Ltd","SANSTAR","108.42","-0.9%","55,139","fmcg","miscellaneous","smallcap",""
1968,"Power Mech Projects Limited","POWERMECH","2,407.3","-0.91%","20,848","realty","engineering - turnkey services","midcap",""
1969,"Emami Realty Ltd","EMAMIREAL","68.4","-0.91%","28,025","realty","construction","smallcap",""
1970,"Madras Fertilizers Limited","MADRASFERT","60.17","-0.91%","29,816","chemicals","fertilizers","smallcap",""
1971,"Osia Hyper Retail Ltd","OSIAHYPER","2.19","-0.91%","3,58,070","consumer discretionary","trading","smallcap",""
1972,"Cosmo First Ltd","COSMOFIRST","849.4","-0.92%","32,823","industrials","packaging","smallcap",""
1973,"Associated Alcohols & Breweries Ltd","ASALCBR","644.95","-0.93%","81,437","fmcg","breweries & distilleries","smallcap",""
1974,"Krystal Integrated Services Ltd","KRYSTAL","631.55","-0.93%","6,661","miscellaneous","miscellaneous","smallcap",""
1975,"Angel One Ltd","ANGELONE","288","-0.93%","28,92,227","financials","finance & investments","largecap",""
1976,"Kotak Nifty 50 ETF","KOTAKNIFTY","235.18","-0.93%","3,26,340","indices","indices","smallcap",""
1977,"Sapphire Foods India Ltd","SAPPHIRE","223.61","-0.93%","3,66,017","consumer discretionary","hotels","midcap",""
1978,"Jyothy Laboratories Limited","JYOTHYLAB","191.07","-0.93%","3,24,174","fmcg","personal care - indian","midcap",""
1979,"Pnc Infratech Limited","PNCINFRA","135.45","-0.93%","14,45,306","realty","construction","smallcap",""
1980,"Rajesh Exports Limited","RAJESHEXPO","67.44","-0.93%","96,427","consumer discretionary","diamond cutting / jewellery","smallcap",""
1981,"Kamdhenu Limited","KAMDHENU","39.96","-0.94%","4,83,951","metals & mining","steel - medium / small","smallcap",""
1982,"Laurus Labs Limited","LAURUSLABS","2,007","-0.95%","14,42,142","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
1983,"Aditya Birla Sun Life AMC Ltd","ABSLAMC","1,014.5","-0.95%","1,12,917","financials","finance & investments","largecap",""
1984,"Hindustan Foods Ltd","HNDFDS","612.35","-0.95%","24,358","fmcg","diversified - large","midcap",""
1985,"Elgi Equipments Limited","ELGIEQUIP","603","-0.95%","2,13,480","industrials","compressors / drilling equipment","midcap",""
1986,"J.kumar Infraprojects Limited","JKIL","473.55","-0.95%","61,355","realty","construction","smallcap",""
1987,"Manaksia Coated Metals & Industries Limited","MANAKCOAT","129.91","-0.95%","1,65,927","metals & mining","steel - medium / small","smallcap",""
1988,"V.s.t Tillers Tractors Limited","VSTTILLERS","4,473.3","-0.96%","14,779","auto","automobiles - tractors","smallcap",""
1989,"Aeroflex Enterprises Ltd","AEROENTER","125.64","-0.96%","2,41,671","metals & mining","steel - medium / small","smallcap",""
1990,"Aptech Limited","APTECHT","91.22","-0.96%","49,412","i.t","computers - education","smallcap",""
1991,"Blue Dart Express Limited","BLUEDART","4,746.5","-0.97%","7,306","transportation","couriers","midcap",""
1992,"Wockhardt Limited","WOCKPHARMA","2,265.6","-0.97%","6,89,934","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
1993,"Accelya Kale Solutions Limited","ACCELYA","1,110","-0.97%","10,220","i.t","computers - software - medium / small","smallcap",""
1994,"Epigral Ltd","EPIGRAL","1,060.6","-0.97%","33,156","chemicals","chemicals","smallcap",""
1995,"Revathi Equipment India Ltd","RVTH","654.6","-0.97%","874","industrials","engineering","smallcap",""
1996,"Swiggy Ltd","SWIGGY","264.85","-0.97%","95,96,392","i.t","miscellaneous","largecap",""
1997,"Juniper Hotels Ltd","JUNIPER","216.29","-0.97%","75,553","services","hotels","smallcap",""
1998,"Silgo Retail Ltd","SILGO","69.79","-0.97%","12,888","consumer discretionary","diamond cutting / jewellery","smallcap",""
1999,"The Byke Hospitality Ltd","BYKE","29.76","-0.97%","19,441","services","hotels","smallcap",""
2000,"Integra Essentia Ltd","ESSENTIA","1.02","-0.97%","11,66,081","services","trading","smallcap",""
2001,"Alkem Laboratories Limited","ALKEM","5,274","-0.98%","28,742","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
2002,"Technocraft Industries (india) Limited","TIIL","3,003.4","-0.98%","27,627","metals & mining","steel - medium / small","midcap",""
2003,"Kalyani Steels Limited","KSL","964.7","-0.98%","94,739","metals & mining","steel - medium / small","smallcap",""
2004,"Transformers & Rectifiers India Ltd","TARIL","277.65","-0.98%","7,03,274","industrials","electric equipment","midcap",""
2005,"Rswm Limited","RSWM","218.34","-0.98%","46,759","textiles","textiles - cotton/blended","smallcap",""
2006,"Himatsingka Seide Limited","HIMATSEIDE","68.79","-0.98%","13,32,162","textiles","textiles - products","smallcap",""
2007,"Pc Jeweller Limited","PCJEWELLER","14.11","-0.98%","30,93,43,445","consumer discretionary","diamond cutting / jewellery","midcap",""
2008,"Hubtown Limited","HUBTOWN","171.67","-0.99%","1,50,592","realty","construction","smallcap",""
2009,"Themis Medicare Limited","THEMISMED","116.93","-0.99%","56,963","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
2010,"Satia Industries Ltd","SATIA","67","-0.99%","76,122","building materials","paper","smallcap",""
2011,"Mankind Pharma Ltd","MANKIND","2,474.9","-1%","3,33,769","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
2012,"Tilaknagar Industries Limited","TI","581.7","-1%","13,72,795","fmcg","breweries & distilleries","midcap",""
2013,"Nava Ltd","NAVA","551.45","-1%","4,50,107","miscellaneous","diversified - large","midcap",""
2014,"Borosil Renewables Ltd","BORORENEW","455.15","-1%","2,89,701","building materials","glass & glass products","midcap",""
2015,"ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF","GSEC10IETF","262.05","-1%","5","n/a","indices","smallcap",""
2016,"Muthoot Microfin Ltd","MUTHOOTMF","181.56","-1%","3,09,028","financials","finance & investments","smallcap",""
2017,"Clean Science & Technology Ltd","CLEAN","807.25","-1.01%","1,61,379","chemicals","chemicals","midcap",""
2018,"NDR Auto Components Ltd","NDRAUTO","746.6","-1.01%","10,850","auto","auto ancillaries","smallcap",""
2019,"Styrenix Performance Materials Ltd","STYRENIX","2,067","-1.02%","23,553","energy","petrochemicals","smallcap",""
2020,"Happy Forgings Ltd","HAPPYFORGE","2,063.5","-1.02%","37,247","castings, forgings & fasteners","castings & forgings","midcap",""
2021,"Sundaram Clayton Ltd","SUNCLAY","1,236.7","-1.02%","7,772","castings, forgings & fasteners","castings & forgings","smallcap",""
2022,"Polyplex Corporation Limited","POLYPLEX","1,086.2","-1.02%","25,252","industrials","packaging","smallcap",""
2023,"KFin Technologies Ltd","KFINTECH","888.8","-1.02%","4,36,454","financials","miscellaneous","midcap",""
2024,"Kirloskar Industries Limited","KIRLOSIND","3,597.5","-1.03%","5,403","financials","finance & investments","smallcap",""
2025,"Va Tech Wabag Limited","WABAG","2,008.4","-1.03%","2,72,100","realty","engineering - turnkey services","midcap",""
2026,"Seamec Limited","SEAMECLTD","1,712.2","-1.03%","31,625","miscellaneous","miscellaneous","smallcap",""
2027,"Tata Investment Corporation Limited","TATAINVEST","651.6","-1.03%","2,68,798","financials","finance & investments","largecap",""
2028,"Container Corporation Of India Limited","CONCOR","461.5","-1.03%","7,04,143","transportation","miscellaneous","largecap",""
2029,"EMS Ltd","EMSLIMITED","354.9","-1.03%","96,500","realty","engineering - turnkey services","smallcap",""
2030,"Borana Weaves Ltd","BORANA","288","-1.03%","24,916","textiles","textiles - processing","smallcap",""
2031,"Firstsource Solutions Limited","FSL","259.45","-1.03%","4,17,268","i.t","computers - software - medium / small","midcap",""
2032,"Pudumjee Paper Products Limited","PDMJEPAPER","94.47","-1.03%","1,57,250","building materials","paper","smallcap",""
2033,"Prime Focus Limited","PFOCUS","315.45","-1.04%","42,24,123","realty","miscellaneous","largecap",""
2034,"Vst Industries Limited","VSTIND","204.54","-1.04%","89,396","fmcg","cigarettes","smallcap",""
2035,"Elin Electronics Ltd","ELIN","88.57","-1.04%","4,02,933","consumer discretionary","electronics - components","smallcap",""
2036,"Alicon Castalloy Limited","ALICON","730.05","-1.05%","24,544","castings, forgings & fasteners","castings & forgings","smallcap",""
2037,"Stel Holdings Limited","STEL","619.3","-1.05%","1,662","financials","finance & investments","smallcap",""
2038,"Share India Securities Ltd","SHAREINDIA","209.62","-1.05%","10,80,901","financials","finance & investments","smallcap",""
2039,"Orient Electric Ltd","ORIENTELEC","162.26","-1.05%","1,23,313","consumer discretionary","domestic appliances","smallcap",""
2040,"Western Carriers (India) Ltd","WCIL","94.77","-1.05%","1,79,760","transportation","shipping","smallcap",""
2041,"Atul Limited","ATUL","6,070.5","-1.06%","15,678","chemicals","chemicals","midcap",""
2042,"Sadbhav Engineering Limited","SADBHAV","7.46","-1.06%","98,193","realty","construction","smallcap",""
2043,"Abb India Limited","ABB","7,052.5","-1.07%","80,574","industrials","electric equipment","largecap",""
2044,"Garden Reach Shipbuilders & Engineers Ltd","GRSE","2,319","-1.07%","2,52,777","aerospace & defence","miscellaneous","largecap",""
2045,"Anant Raj Limited","ANANTRAJ","617.4","-1.07%","11,98,697","realty","construction","largecap",""
2046,"Garware Technical Fibres Ltd","GARFIBRES","773.5","-1.08%","23,488","textiles","textiles - products","midcap",""
2047,"Radhika Jeweltech Ltd","RADHIKAJWE","69.88","-1.08%","1,30,948","consumer discretionary","diamond cutting / jewellery","smallcap",""
2048,"North Eastern Carrying Corporation Limited","NECCLTD","19.18","-1.08%","26,443","transportation","miscellaneous","smallcap",""
2049,"Jbm Auto Limited","JBMA","586.6","-1.09%","1,80,569","auto","auto ancillaries","midcap",""
2050,"Prakash Pipes Ltd","PPL","263.05","-1.09%","13,411","plastic products","plastics products","smallcap",""
2051,"South West Pinnacle Exploration Ltd","SOUTHWEST","186.71","-1.09%","88,796","metals & mining","mining / minerals / metals","smallcap",""
2052,"Everest Kanto Cylinder Limited","EKC","110.28","-1.09%","3,63,550","industrials","packaging","smallcap",""
2053,"Jayaswal Neco Industries Limited","JAYNECOIND","88.55","-1.09%","12,34,021","metals & mining","steel - large","midcap",""
2054,"R&B Denims Ltd","RNBDENIMS","9.04","-1.09%","1,40,860","textiles","textiles - cotton/blended","smallcap",""
2055,"Innova Captab Ltd","INNOVACAP","1,281","-1.1%","34,476","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
2056,"Smartlink Network Systems Limited","SMARTLINK","215.43","-1.1%","1,262","i.t","computers - hardware","smallcap",""
2057,"Shakti Pumps (india) Limited","SHAKTIPUMP","466.9","-1.11%","2,05,670","industrials","pumps","midcap",""
2058,"Future Market Networks Limited","FMNL","8","-1.11%","12,957","miscellaneous","miscellaneous","smallcap",""
2059,"Pfizer Limited","PFIZER","4,000.8","-1.12%","15,786","healthcare","pharmaceuticals - multinational","midcap",""
2060,"Shyam Metalics & Energy Ltd","SHYAMMETL","1,085.6","-1.12%","5,91,086","metals & mining","steel - large","largecap",""
2061,"Poonawalla Fincorp Ltd","POONAWALLA","461.55","-1.12%","14,77,854","financials","finance & investments","largecap",""
2062,"Indian Hume Pipe Company Limited","INDIANHUME","357.45","-1.12%","52,732","realty","construction","smallcap",""
2063,"Irb Infrastructure Developers Limited","IRB","17.68","-1.12%","82,19,678","realty","construction","largecap",""
